client_name,project_name,bid_classification,bid_type,bid_ID,awarded_date,awarded_year,company_name,submitted_price,winning_status
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Aquicon Construction Co. Ltd.,,1
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,BDA Inc.,,1
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Chandos Construction Ltd. (Toronto),,1
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Defaveri Group Contracting Inc,,0
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Elite Construction,,0
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,M.J. Dixon Construction Limited,,1
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Magil Construction Canada Inc.,,1
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Niacon Ltd.,,0
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,PAC Building Group,,0
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,RossClair Contractors Inc.,,0
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Royalty General Construction Ltd.,,0
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Steelcore Construction Ltd.,,1
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Stracor Inc.,,0
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Struct-Con Construction Ltd.,,0
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Terco Construction Ltd.,,0
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,TRP Construction General Contractors,,0
Halton Region,HALTON REGIONAL CENTRE (HRC) WEST BLOCK INTERIOR MODERNIZATION,Construction,RFPQ,T-600A-22,Feb 18,2022,Verly Construction Group Inc,,0
Halton Region,Provision of Engineering Services and Contract Administration Services for Oakville Southeast WWTP Digester #4 Rehabilitation and Upgrades,Services,RFP,P-1067-21,Mar 10,2022,CIMA Canada Inc.,,0
Halton Region,Provision of Engineering Services and Contract Administration Services for Oakville Southeast WWTP Digester #4 Rehabilitation and Upgrades,Services,RFP,P-1067-21,Mar 10,2022,ETO Solutions Corp.,,0
Halton Region,Provision of Engineering Services and Contract Administration Services for Oakville Southeast WWTP Digester #4 Rehabilitation and Upgrades,Services,RFP,P-1067-21,Mar 10,2022,R.V. Anderson Associates Limited,,1
Halton Region,YARD WASTE COMPOSTING & PROCESSING OPERATIONS AT THE HALTON WASTE MANAGEMENT SITE,Services,RFP,P-116-21,Feb 15,2022,AIM Environmental Group Inc.,,0
Halton Region,YARD WASTE COMPOSTING & PROCESSING OPERATIONS AT THE HALTON WASTE MANAGEMENT SITE,Services,RFP,P-116-21,Feb 15,2022,Miller Waste Systems Inc.,,1
Halton Region,YARD WASTE COMPOSTING & PROCESSING OPERATIONS AT THE HALTON WASTE MANAGEMENT SITE,Services,RFP,P-116-21,Feb 15,2022,TRY Recycling,,0
Halton Region,YARD WASTE COMPOSTING & PROCESSING OPERATIONS AT THE HALTON WASTE MANAGEMENT SITE,Services,RFP,P-116-21,Feb 15,2022,Walker Environmental Group Inc.,,0
Halton Region,LANDSCAPE MAINTENANCE AT THE HALTON WASTE MANAGEMENT SITE (HWMS) AND SEVERAL CLOSED LANDFILLS IN HALTON REGION,Services,RFP,P-247-21,Mar 2,2022,A. Landscaping and snow plowing Inc.,,0
Halton Region,LANDSCAPE MAINTENANCE AT THE HALTON WASTE MANAGEMENT SITE (HWMS) AND SEVERAL CLOSED LANDFILLS IN HALTON REGION,Services,RFP,P-247-21,Mar 2,2022,Aerodrome International Maintenance Inc.,,0
Halton Region,LANDSCAPE MAINTENANCE AT THE HALTON WASTE MANAGEMENT SITE (HWMS) AND SEVERAL CLOSED LANDFILLS IN HALTON REGION,Services,RFP,P-247-21,Mar 2,2022,Buist Landscaping Inc.,,0
Halton Region,LANDSCAPE MAINTENANCE AT THE HALTON WASTE MANAGEMENT SITE (HWMS) AND SEVERAL CLOSED LANDFILLS IN HALTON REGION,Services,RFP,P-247-21,Mar 2,2022,CSL Group Ltd,,0
Halton Region,LANDSCAPE MAINTENANCE AT THE HALTON WASTE MANAGEMENT SITE (HWMS) AND SEVERAL CLOSED LANDFILLS IN HALTON REGION,Services,RFP,P-247-21,Mar 2,2022,Forest Ridge Landscaping Inc.,,0
Halton Region,LANDSCAPE MAINTENANCE AT THE HALTON WASTE MANAGEMENT SITE (HWMS) AND SEVERAL CLOSED LANDFILLS IN HALTON REGION,Services,RFP,P-247-21,Mar 2,2022,Ground-Control.ca Ltd,,0
Halton Region,LANDSCAPE MAINTENANCE AT THE HALTON WASTE MANAGEMENT SITE (HWMS) AND SEVERAL CLOSED LANDFILLS IN HALTON REGION,Services,RFP,P-247-21,Mar 2,2022,JTPM Group Inc.,,0
Halton Region,LANDSCAPE MAINTENANCE AT THE HALTON WASTE MANAGEMENT SITE (HWMS) AND SEVERAL CLOSED LANDFILLS IN HALTON REGION,Services,RFP,P-247-21,Mar 2,2022,Lima's Gardens & Construction Inc.,,1
Halton Region,LANDSCAPE MAINTENANCE AT THE HALTON WASTE MANAGEMENT SITE (HWMS) AND SEVERAL CLOSED LANDFILLS IN HALTON REGION,Services,RFP,P-247-21,Mar 2,2022,Rightway Blading Inc,,0
Halton Region,"Supply, Delivery, Installation and Maintenance of Fitness Equipment at Paramedic Station 17",Goods,RFP,P-1061-21,Feb 7,2022,KOSIM GROUP CO INC,,0
Halton Region,"Supply, Delivery, Installation and Maintenance of Fitness Equipment at Paramedic Station 17",Goods,RFP,P-1061-21,Feb 7,2022,Gymmyès Inc.,,0
Halton Region,"Supply, Delivery, Installation and Maintenance of Fitness Equipment at Paramedic Station 17",Goods,RFP,P-1061-21,Feb 7,2022,Legacy Fitness Products,,1
Halton Region,"Supply, Delivery, Installation and Maintenance of Fitness Equipment at Paramedic Station 17",Goods,RFP,P-1061-21,Feb 7,2022,United Fitness Ventures Inc.,,0
Halton Region,"Supply, Delivery, Installation and Maintenance of Fitness Equipment at Paramedic Station 17",Goods,RFP,P-1061-21,Feb 7,2022,Dotmar Fitness Equipment Inc.,,0
Halton Region,Industrial Mechanical Maintenance Service Providers for Water and Wastewater Treatment Plants,Services,RFP,P-210-21-1,Mar 2,2022,Axiom Millwrighting and Fabrication,,1
Halton Region,Industrial Mechanical Maintenance Service Providers for Water and Wastewater Treatment Plants,Services,RFP,P-210-21-1,Mar 2,2022,Meehan’s Industrial Maintenance Ltd,,0
Halton Region,Industrial Mechanical Maintenance Service Providers for Water and Wastewater Treatment Plants,Services,RFP,P-210-21-1,Mar 2,2022,Trade-Mark Industrial Inc.,,1
Halton Region,ERP Consulting Services to Review the Region's SAP Environment and Set a Future Roadmap and Strategy,Services,RFP,NRFP-10-21,Mar 9,2022,SAP Canada,,0
Halton Region,ERP Consulting Services to Review the Region's SAP Environment and Set a Future Roadmap and Strategy,Services,RFP,NRFP-10-21,Mar 9,2022,Ernst & Young LLP,,1
Halton Region,ERP Consulting Services to Review the Region's SAP Environment and Set a Future Roadmap and Strategy,Services,RFP,NRFP-10-21,Mar 9,2022,CONTAX Inc.,,0
Halton Region,ERP Consulting Services to Review the Region's SAP Environment and Set a Future Roadmap and Strategy,Services,RFP,NRFP-10-21,Mar 9,2022,KPMG LLP,,0
Halton Region,Sewer Pipe CCTV Inspection and Flushing of Sanitary Mains,Services,RFT,HCPG-913-81-21,Jan 18,2022,2414002 Ontario Limited,"$1,141,638.75",0
Halton Region,Sewer Pipe CCTV Inspection and Flushing of Sanitary Mains,Services,RFT,HCPG-913-81-21,Jan 18,2022,Badger Daylighting LP,"$1,090,555.00",0
Halton Region,Sewer Pipe CCTV Inspection and Flushing of Sanitary Mains,Services,RFT,HCPG-913-81-21,Jan 18,2022,Dambro Environmental Inc.,"$989,486.31",0
Halton Region,Sewer Pipe CCTV Inspection and Flushing of Sanitary Mains,Services,RFT,HCPG-913-81-21,Jan 18,2022,Great Lakes Sewer Services Ltd.,"$665,983.50",1
Halton Region,Sewer Pipe CCTV Inspection and Flushing of Sanitary Mains,Services,RFT,HCPG-913-81-21,Jan 18,2022,Pipetek Infrastructure Services Inc,"$970,030.50",0
Halton Region,Sewer Pipe CCTV Inspection and Flushing of Sanitary Mains,Services,RFT,HCPG-913-81-21,Jan 18,2022,Wessuc Inc.,"$1,029,577.50",0
Halton Region,Supply Chain Operations Review,Services,RFP,P-1048-21,Feb 25,2022,Advanced Analytics and Research Lab,,0
Halton Region,Supply Chain Operations Review,Services,RFP,P-1048-21,Feb 25,2022,Conectado Solutions,,0
Halton Region,Supply Chain Operations Review,Services,RFP,P-1048-21,Feb 25,2022,Global Value Expanders Corp.,,0
Halton Region,Supply Chain Operations Review,Services,RFP,P-1048-21,Feb 25,2022,KPMG LLP,,0
Halton Region,Supply Chain Operations Review,Services,RFP,P-1048-21,Feb 25,2022,Leading Edge (Ireland) Limited,,1
Halton Region,Supply Chain Operations Review,Services,RFP,P-1048-21,Feb 25,2022,"ScottMadden, Inc.",,0
Halton Region,CONSULTING SERVICES FOR THE STUDY OF FINANCIAL RISKS FOR  THE REGIONAL MUNICIPALITY OF HALTON RELATED TO CHANGES IN ECONOMIC AND EMPLOYMENT GROWTH,Services,RFP,P-1064-21,Jan 5,2022,Watson & Associates Economists Ltd.,,0
Halton Region,CONSULTING SERVICES FOR THE STUDY OF FINANCIAL RISKS FOR  THE REGIONAL MUNICIPALITY OF HALTON RELATED TO CHANGES IN ECONOMIC AND EMPLOYMENT GROWTH,Services,RFP,P-1064-21,Jan 5,2022,Ernst & Young LLP,,1
Halton Region,CONSULTING SERVICES FOR THE STUDY OF FINANCIAL RISKS FOR  THE REGIONAL MUNICIPALITY OF HALTON RELATED TO CHANGES IN ECONOMIC AND EMPLOYMENT GROWTH,Services,RFP,P-1064-21,Jan 5,2022,StrategyCorp Inc.,,0
Halton Region,CONSULTING SERVICES FOR THE STUDY OF FINANCIAL RISKS FOR  THE REGIONAL MUNICIPALITY OF HALTON RELATED TO CHANGES IN ECONOMIC AND EMPLOYMENT GROWTH,Services,RFP,P-1064-21,Jan 5,2022,The Conference Board of Canada,,0
Halton Region,CONSULTING SERVICES FOR THE STUDY OF FINANCIAL RISKS FOR  THE REGIONAL MUNICIPALITY OF HALTON RELATED TO CHANGES IN ECONOMIC AND EMPLOYMENT GROWTH,Services,RFP,P-1064-21,Jan 5,2022,WSP Canada Inc.,,0
Halton Region,LABOUR AND MATERIALS FOR CURB BOX REPAIRS AND REPLACEMENTS IN THE REGION OF HALTON,Services,RFT,T-104-21,Jan 10,2022,1519753 Ontario Limited,"$1,630,805.00",1
Halton Region,LABOUR AND MATERIALS FOR CURB BOX REPAIRS AND REPLACEMENTS IN THE REGION OF HALTON,Services,RFT,T-104-21,Jan 10,2022,Badger Daylighting LP,"$3,020,205.00",0
Halton Region,LABOUR AND MATERIALS FOR CURB BOX REPAIRS AND REPLACEMENTS IN THE REGION OF HALTON,Services,RFT,T-104-21,Jan 10,2022,Super Sucker Hydro Vac Services Inc.,"$2,191,687.50",0
Halton Region,LABOUR AND MATERIALS FOR CURB BOX REPAIRS AND REPLACEMENTS IN THE REGION OF HALTON,Services,RFT,T-104-21,Jan 10,2022,Ontario Excavac Inc,"$2,935,860.80",0
Halton Region,LABOUR AND MATERIALS FOR CURB BOX REPAIRS AND REPLACEMENTS IN THE REGION OF HALTON,Services,RFT,T-104-21,Jan 10,2022,Yorkton Contracting Ltd,"$2,409,888.75",0
Halton Region,LABOUR AND MATERIALS FOR CURB BOX REPAIRS AND REPLACEMENTS IN THE REGION OF HALTON,Services,RFT,T-104-21,Jan 10,2022,Briduco Enterprises,"$2,877,910.00",0
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,Algoma Contractors Inc.,,1
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,ASCO Construction (Toronto) Ltd.,,1
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,Bennett Mechanical Installations (2001) Ltd,,1
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,BGL Contractors Corp,,1
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,Defaveri Group Contracting Inc,,1
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,Denhall Construction Inc.,,0
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,Glover-Hill Inc.,,1
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,Jacques Daoust Coatings Management Inc.,,1
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,KENAIDAN CONTRACTING LTD.,,1
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,Kingdom Construction Limited,,1
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,Landmark Municipal Services,,1
Halton Region,Digester Rehabilitation and Upgrades – General Contractor and Gas Proofing Coating Applicator Sub-Contractor,Services,RFPQ,S-3328A-A-21,Feb 7,2022,W.S. Nicholls Construction Inc.,,1
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,39 Seven Inc.,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,A. Wesley Paving Ltd,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,Associated Paving & Materials LTd.,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,B.E. Construction Ltd,,1
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,DIG-CON INTERNATIONAL LIMITED,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,"Dufferin Construction Company, A division of CRH Canada Group Inc.",,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,Enscon Ltd,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,FERMAR PAVING LIMITED,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,King Paving & Construction Ltd.,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,LAKESIDE CONTRACTING COMPANY LIMITED,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,Melrose Paving Co. Ltd.,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,Neptune Security Services Inc,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,Pacific Paving Limited.,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,PTR Paving Inc,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,Rima Con Ltd.,,0
Halton Region,"Paving, Driveway repair and new curb installation at Guelph Line Bulk Water Fill Station, (1499 Guelph Line Burlington) and new parking lot at Appleby Reservoir and Booster Station (3321 Appleby Line Burlington)",Services,RFQ,Q-718-21,Nov 22,2021,Stonecast Contracting Limited,,0
Halton Region,"Manufacture, Supply and Delivery of Curbside Organics Containers (GreenCarts) and Kitchen Organics Bins (Kitchen Catchers)",Goods,RFT,T-059-21,Feb 10,2022,IPL North America Inc.,"$328,340.00",0
Halton Region,"Manufacture, Supply and Delivery of Curbside Organics Containers (GreenCarts) and Kitchen Organics Bins (Kitchen Catchers)",Goods,RFT,T-059-21,Feb 10,2022,ORBIS Canada,"$397,790.00",0
Halton Region,"Manufacture, Supply and Delivery of Curbside Organics Containers (GreenCarts) and Kitchen Organics Bins (Kitchen Catchers)",Goods,RFT,T-059-21,Feb 10,2022,Peninsula Plastics Ltd,"$359,000.00",1
Halton Region,Consulting Services for Property Tax Advice and Analysis Support,Services,RFP,NRFP-08-21,Mar 15,2022,BMA Management Consulting Inc,,0
Halton Region,Consulting Services for Property Tax Advice and Analysis Support,Services,RFP,NRFP-08-21,Mar 15,2022,MTAG Paralegal Professional Corp,,0
Halton Region,Consulting Services for Property Tax Advice and Analysis Support,Services,RFP,NRFP-08-21,Mar 15,2022,MTE Paralegal Professional Corporation,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,Ward & Burke Microtunnelling,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,C&M McNally/Triad JV Corp,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,CRS Tunnelling Inc.,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,Dibco Underground Ltd.,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,DIG-CON INTERNATIONAL LIMITED,,0
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,D'Orazio Infrastructure Group Limited,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,"Dufferin Construction Company, A division of CRH Canada Group Inc.",,0
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,KAPP Infrastructure Inc.,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,Memme Excavation Company Limited,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,Pachino Construction Co. Ltd.,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,Technicore Underground Inc,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,Tedescon Infrastructure Ltd,,1
Halton Region,"Watermain and Wastewater Main Construction on 10 Side Road, Eighth Line and Mountainview Road South in the Town of Halton Hills (Georgetown).  Category 1: General and Wastewater Main Contractor, Category 2: Watermain Sub-Contractor",Construction,RFPQ,WS-3348B-A-21,Mar 1,2022,Varcon Construction Corporation,,1
Halton Region,Georgetown Water Treatment Plant Chlorine Gas Scrubber Replacement,Construction,RFT,W-3233B11-21,Dec 15,2021,BGL Contractors Corp,"$420,600.00",0
